paths,coordinates,class
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4276,1096",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1256,3756",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1916,1596",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3276,3576",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1236,376",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2016,1596",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1336,776",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3216,3676",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1936,1596",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2326,2326",0.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"3108,4195",0.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4196,2056",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1316,1356",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1336,516",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2576,3916",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3976,2416",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1256,1916",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1316,1756",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2656,3876",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2536,1096",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1876,1536",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1456,3656",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2176,996",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1696,756",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"636,2276",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2576,416",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"1756,916",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"716,256",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"2036,1536",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1476,1256",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1236,1976",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2016,976",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"916,1356",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2116,1316",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"2116,1736",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"836,3296",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"976,1256",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"576,1616",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1836,1556",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"316,2416",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1136,3596",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1896,1436",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"946,1866",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1756,1036",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"2096,3016",0.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1436,1336",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3156,3716",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1776,976",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2336,596",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1936,1156",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2196,1116",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"536,1596",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"656,2856",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2116,736",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1976,1116",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4096,2396",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2876,976",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1856,536",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"976,1556",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1836,1676",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"1976,696",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4176,2096",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1776,956",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1406,3936",0.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2856,656",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1176,2696",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"776,1636",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2016,1516",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1936,1436",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3556,3356",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1756,1276",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1196,1936",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1736,1296",1.0
C:/Users/william/Desktop/data_/train\images\20200331.tif,"3690,1636",0.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2056,1196",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2656,576",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2176,296",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1336,696",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2336,1316",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1096,1596",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4276,1356",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"936,1396",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1476,1716",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"976,2036",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2556,996",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1236,2836",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1176,496",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1616,716",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1676,1516",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1716,3736",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"1676,996",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1396,3576",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3296,3556",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3336,3356",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1536,1356",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1296,816",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1396,1616",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1156,1576",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"996,3716",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1296,1216",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"2072,1176",0.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1676,876",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"946,4166",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1816,1296",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4176,2296",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"776,2976",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1416,2016",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1876,1536",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1596,1416",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1936,1656",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"2076,1656",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1736,1596",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1296,1076",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2316,1156",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3696,2876",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2296,1176",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"2096,1836",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1676,796",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1756,1596",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1196,2196",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4116,2016",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"296,1736",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1676,996",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1176,2556",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2016,596",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"596,2476",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1836,1436",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2476,1436",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"2096,3936",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"336,1556",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2036,1476",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3836,2756",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1796,2016",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1976,1776",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1216,1616",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1036,3456",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3456,3436",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2356,336",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1876,1636",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2396,536",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1596,1616",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1456,476",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3036,3416",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"356,3596",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2216,1296",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4216,1376",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1976,1016",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2016,456",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2216,1436",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1816,1456",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2316,1436",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3936,1976",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3816,2436",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"816,3596",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2096,1376",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3896,2716",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2116,976",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1956,1616",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1896,1116",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2276,1756",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1216,1296",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4296,2116",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"1676,916",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2196,916",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1216,2616",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"2056,1756",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1096,1996",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1556,636",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2676,1296",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1816,1216",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"3602,3476",0.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1406,256",0.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"956,1996",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2396,1136",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"1176,946",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1656,1396",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1316,1356",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1696,856",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1996,1276",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"736,1516",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1816,1316",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2416,1376",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1876,1436",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4016,1736",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"816,1376",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3756,2656",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"876,2736",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1916,1316",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1576,3536",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"1936,696",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3856,2776",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2676,1236",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2056,1096",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1596,1436",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2956,916",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2096,1336",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2336,276",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3976,1516",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2956,3676",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"1916,696",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1596,1816",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3556,3296",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2136,1056",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"996,3636",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"2036,1236",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1406,716",0.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1536,676",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2116,3836",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4256,1356",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2556,596",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2636,3836",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1436,576",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"576,3556",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2876,3916",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1756,1736",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"2236,1356",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1136,1516",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2976,3556",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1336,1356",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1356,1416",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1996,1176",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3716,2616",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1336,2016",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1406,1866",0.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1756,3756",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1636,3896",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"536,3436",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3756,2416",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1796,1176",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1356,1176",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"916,2976",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1116,1656",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2016,1596",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2956,796",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1996,1256",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1256,1956",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1396,1596",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1956,1056",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1296,916",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1836,1476",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2376,3956",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1776,416",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3796,3336",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3456,3476",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1336,616",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2356,1616",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3916,2896",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2786,1866",0.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4016,1576",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1476,1096",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1116,1596",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2316,4056",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2316,3916",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4016,1976",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2656,656",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3776,2776",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"556,3416",1.0
